Nom,Id_Club,Club,Catégorie,Volee_1_Score_1,Volee_1_Score_2,Volee_1_Score_3,Volee_1_Score_4,Volee_1_Score_5,Volee_1_Score_6,Volee_2_Score_1,Volee_2_Score_2,Volee_2_Score_3,Volee_2_Score_4,Volee_2_Score_5,Volee_2_Score_6,Volee_3_Score_1,Volee_3_Score_2,Volee_3_Score_3,Volee_3_Score_4,Volee_3_Score_5,Volee_3_Score_6,Volee_4_Score_1,Volee_4_Score_2,Volee_4_Score_3,Volee_4_Score_4,Volee_4_Score_5,Volee_4_Score_6,Volee_5_Score_1,Volee_5_Score_2,Volee_5_Score_3,Volee_5_Score_4,Volee_5_Score_5,Volee_5_Score_6,Volee_6_Score_1,Volee_6_Score_2,Volee_6_Score_3,Volee_6_Score_4,Volee_6_Score_5,Volee_6_Score_6
Jamot Maxence,0163157,Riom,CL S1H,10,10,10,9,9,9,10,10,9,8,8,8,X,X,10,9,9,8,10,9,9,9,9,9,X,10,10,9,9,9,X,10,9,9,8,7
Jamot Maxence,0163157,Riom,CL S1H,X,10,10,10,8,8,X,X,X,10,10,9,X,10,9,9,8,8,10,10,9,9,9,9,10,9,9,9,9,9,10,10,10,9,9,8
Gueniot Joseph,0289107,Brienon/Armancon,CL S1H,10,9,9,9,8,7,9,9,9,8,8,8,X,10,9,9,6,6,9,9,9,8,8,8,10,10,9,9,8,5,9,9,8,8,7,7
Gueniot Joseph,0289107,Brienon/Armancon,CL S1H,9,9,8,8,8,8,10,9,9,9,8,8,9,9,9,8,7,7,10,10,9,9,8,7,10,10,9,9,8,4,X,9,9,8,7,6
Strock-Huttepain Thomas,0163157,Riom,CL S1H,10,9,8,8,7,7,X,10,10,9,9,6,9,9,8,8,8,7,10,10,8,8,7,6,X,10,9,9,9,7,10,9,9,9,8,8
Strock-Huttepain Thomas,0163157,Riom,CL S1H,9,9,9,8,8,6,9,9,9,9,9,8,10,10,10,9,8,6,9,9,9,8,8,8,9,9,9,8,8,8,9,9,8,8,8,7
Kharchouf Mael,0760171,Compiegne,CL U21H,10,9,9,9,8,8,X,10,10,9,9,9,X,10,10,9,9,9,X,10,9,9,7,7,10,9,9,8,8,8,X,X,X,9,9,9
Kharchouf Mael,0760171,Compiegne,CL U21H,10,9,9,8,8,8,10,9,9,8,8,7,10,9,9,9,9,9,X,10,10,10,8,8,X,10,9,9,9,8,10,10,9,9,8,8
Utscheid Lars,0289107,Brienon/Armancon,CL S1H,9,8,7,7,6,6,9,9,9,9,8,8,9,9,9,8,8,8,X,10,9,9,7,6,10,9,8,8,7,7,10,9,9,8,8,8
Utscheid Lars,0289107,Brienon/Armancon,CL S1H,9,8,8,8,8,6,X,10,9,9,7,6,10,10,9,9,7,6,10,10,9,8,6,5,10,10,9,9,8,6,10,10,9,8,8,8
Pomarat Alex,0163157,Riom,CL U21H,X,10,9,9,9,8,10,9,8,8,8,6,9,8,8,8,7,7,9,9,9,8,7,7,9,9,9,9,8,7,X,9,9,8,7,6
Pomarat Alex,0163157,Riom,CL U21H,9,9,9,8,8,7,X,10,9,9,8,8,10,9,7,6,5,3,9,9,9,8,7,5,X,9,8,8,8,7,X,9,9,8,7,6
Bossard Florian,0892203,Issy Les Moulineaux,CL S1H,X,9,9,9,8,8,X,X,X,10,10,9,X,10,10,9,9,8,10,10,10,9,9,8,10,10,10,10,9,8,10,9,9,9,9,9
Bossard Florian,0892203,Issy Les Moulineaux,CL S1H,X,10,10,9,8,8,X,X,X,9,8,8,10,10,9,8,8,8,X,10,10,10,8,8,10,10,9,9,8,7,10,10,10,9,9,9
Herent Vincent,0891175,Draveil Senart,CL S1H,X,10,9,9,8,8,10,9,8,8,8,1,9,8,8,8,7,7,10,8,8,8,7,6,10,10,9,8,8,7,10,9,9,8,8,8
Herent Vincent,0891175,Draveil Senart,CL S1H,9,9,9,9,6,6,9,9,9,8,7,2,10,10,10,8,8,7,10,9,9,9,9,8,X,10,9,8,7,6,10,9,8,7,7,6
Baillion Jeremy,1306037,Mouans Sartoux,CL U21H,10,9,8,8,8,7,X,10,9,8,7,7,10,9,9,8,8,8,X,10,9,9,8,7,X,10,9,8,8,8,9,9,8,8,7,7
Baillion Jeremy,1306037,Mouans Sartoux,CL U21H,10,10,9,9,9,8,9,8,8,8,8,8,X,9,9,8,7,6,X,10,10,9,8,8,10,9,9,9,9,6,10,10,8,8,8,7
Desemery Alexandre,0892203,Issy Les Moulineaux,CL S2H,X,X,8,8,8,6,X,X,10,9,9,9,X,X,X,9,9,8,X,10,9,8,8,8,10,10,9,9,9,6,10,10,9,9,9,7
Desemery Alexandre,0892203,Issy Les Moulineaux,CL S2H,10,10,9,9,9,9,X,10,10,10,10,9,X,X,10,10,9,9,10,10,10,9,9,8,X,X,10,9,9,8,10,9,9,9,8,8
Lafarguette Loris,0891175,Draveil Senart,CL U21H,7,7,7,6,2,M,X,10,8,6,6,5,9,8,7,7,5,4,10,9,9,8,8,2,X,8,8,8,5,M,10,9,9,8,8,8
Lafarguette Loris,0891175,Draveil Senart,CL U21H,9,9,7,5,4,M,10,9,8,8,8,6,10,10,9,9,8,7,9,9,8,8,8,7,9,8,8,7,5,5,10,9,7,7,7,6
Fioretti Thibault,1306037,Mouans Sartoux,CL S1H,9,9,9,9,8,8,10,9,9,8,7,7,X,9,9,9,8,8,10,10,9,9,8,8,10,9,9,8,8,7,10,10,10,9,9,8
Fioretti Thibault,1306037,Mouans Sartoux,CL S1H,X,X,9,8,7,7,10,9,9,9,8,7,10,10,9,8,8,8,X,10,9,9,8,6,10,9,9,9,8,8,X,X,10,10,8,8
Le Bars Antoine,0892203,Issy Les Moulineaux,CL S1H,X,10,10,9,9,7,10,10,10,9,9,9,10,9,9,9,9,7,10,9,9,9,8,7,X,10,9,9,8,7,10,9,9,9,8,8
Le Bars Antoine,0892203,Issy Les Moulineaux,CL S1H,10,10,10,9,8,8,10,10,10,9,9,9,10,10,10,9,8,8,X,10,9,9,9,9,10,10,10,10,9,8,10,10,9,8,8,7
Mulot Florent,0891175,Draveil Senart,CL S1H,10,9,9,9,8,6,X,9,9,8,7,6,10,9,9,9,8,8,10,10,10,9,9,8,10,10,9,9,9,9,10,9,9,9,8,8
Mulot Florent,0891175,Draveil Senart,CL S1H,X,X,9,9,8,8,10,10,10,9,9,8,X,10,10,10,9,9,10,10,9,8,8,8,X,10,9,9,9,8,X,9,9,9,8,8
Krej Gregory,1306037,Mouans Sartoux,CL S1H,9,8,8,8,7,6,10,10,9,9,8,8,X,10,10,9,9,8,9,9,9,9,9,8,10,9,9,9,9,8,10,10,9,8,8,8
Krej Gregory,1306037,Mouans Sartoux,CL S1H,X,10,10,9,7,6,X,10,9,9,8,7,10,10,9,9,8,7,9,9,9,8,8,7,X,10,9,9,9,8,9,9,8,7,7,4
Michon Antoine,0892203,Issy Les Moulineaux,CL S1H,10,10,10,9,9,8,X,9,8,8,7,7,10,9,9,9,8,8,10,9,9,8,8,8,X,10,10,9,8,7,X,10,9,8,7,7
Michon Antoine,0892203,Issy Les Moulineaux,CL S1H,X,10,9,9,9,8,10,10,10,10,9,8,X,10,9,9,8,5,10,9,9,8,7,7,X,9,9,8,8,4,10,9,9,9,9,8
Ponchel Matthieu,0891175,Draveil Senart,CL U21H,10,9,9,9,9,6,10,9,9,8,7,6,X,X,10,8,8,7,10,9,9,9,8,8,X,10,10,9,9,8,X,10,10,9,9,7
Ponchel Matthieu,0891175,Draveil Senart,CL U21H,X,10,9,9,9,8,X,10,10,10,9,8,X,X,10,9,9,8,X,9,9,9,8,7,10,10,8,8,8,8,9,9,8,8,8,8
Lefebvre Anthony,1306037,Mouans Sartoux,CL S1H,X,10,9,8,7,5,10,10,9,9,9,9,X,10,9,9,8,7,9,9,8,7,7,7,10,9,9,9,7,6,10,9,9,8,8,8
Lefebvre Anthony,1306037,Mouans Sartoux,CL S1H,10,9,9,9,8,8,9,9,9,9,9,8,10,9,8,8,8,7,X,10,9,9,8,7,10,10,9,9,7,7,X,10,9,9,9,8
Escriva Antoine,0892203,Issy Les Moulineaux,CL S1H,9,9,9,9,9,8,9,8,8,7,7,7,9,8,8,7,7,7,10,10,10,9,8,8,X,10,9,9,8,7,X,10,9,9,8,8
Escriva Antoine,0892203,Issy Les Moulineaux,CL S1H,X,10,9,9,9,8,10,10,8,8,8,7,X,10,9,8,8,7,10,9,8,8,8,7,10,10,9,9,8,8,10,9,8,7,6,6
Mirel Noa,0950072,Cherbourg En Cotentin,CL U21H,10,10,10,9,8,7,X,X,9,9,9,9,X,9,9,8,8,6,X,X,10,10,9,9,9,9,9,8,7,6,9,9,9,8,8,7
Mirel Noa,0950072,Cherbourg En Cotentin,CL U21H,10,10,9,8,8,8,9,9,9,9,9,8,X,X,X,10,8,8,9,9,9,8,8,8,10,9,9,8,8,7,9,9,9,9,9,7
Deloison Daniel,0877033,Saint Mard,CL S1H,9,9,9,8,7,6,10,10,9,8,7,7,X,10,8,8,6,M,9,8,8,7,6,M,M,M,M,M,M,M,,,,,,
Deloison Daniel,0877033,Saint Mard,CL S1H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beunard Benoit,0335065,Domloup,CL S2H,9,9,8,8,7,7,9,9,8,8,7,6,10,9,8,7,7,5,10,9,8,8,7,5,10,9,9,9,8,8,9,9,8,8,7,3
Beunard Benoit,0335065,Domloup,CL S2H,9,8,8,7,6,6,9,8,7,6,5,4,9,8,7,7,6,5,9,9,8,8,8,6,10,9,9,8,7,7,9,9,8,8,8,8
Lamouret Mael,0950072,Cherbourg En Cotentin,CL U18H,10,10,9,9,9,9,X,X,X,10,8,8,X,X,10,9,9,8,10,9,9,9,9,9,10,10,9,9,8,8,X,10,9,9,9,8
Lamouret Mael,0950072,Cherbourg En Cotentin,CL U18H,10,10,9,9,9,8,X,X,10,8,8,7,X,10,9,9,8,8,10,9,9,9,9,8,X,10,10,10,9,9,10,10,9,9,8,6
Lasvenes Alexandre,0877033,Saint Mard,CL S1H,X,10,10,9,8,7,10,10,9,9,8,6,10,9,9,9,9,3,9,9,8,8,7,7,9,9,9,8,8,8,10,9,8,8,8,7
Lasvenes Alexandre,0877033,Saint Mard,CL S1H,10,9,8,8,8,7,X,9,9,9,8,6,9,9,9,9,8,5,9,9,9,9,8,8,9,9,9,9,8,8,X,10,9,9,8,7
Mahaux Nathan,0335065,Domloup,CL S1H,10,9,9,8,8,5,X,9,9,8,6,5,9,8,8,8,7,7,9,9,8,8,8,6,9,9,8,7,6,5,9,9,9,9,8,7
Mahaux Nathan,0335065,Domloup,CL S1H,9,9,8,8,7,6,10,10,9,9,6,4,X,9,8,8,7,5,10,8,8,8,7,7,X,10,9,8,8,7,9,9,9,8,8,8
Lepelletier Paul,0950072,Cherbourg En Cotentin,CL S1H,9,9,9,8,8,8,10,7,7,7,7,6,10,9,8,8,8,7,X,10,8,8,7,7,10,10,10,9,9,8,X,9,8,8,7,7
Lepelletier Paul,0950072,Cherbourg En Cotentin,CL S1H,9,9,8,8,8,7,9,8,8,8,4,M,9,8,7,6,6,6,10,9,9,9,9,8,10,9,9,8,8,7,9,9,8,8,8,8
Lopeo Kevin,0877033,Saint Mard,CL S1H,9,8,8,8,7,6,9,9,8,8,8,7,10,10,9,7,7,6,10,9,9,9,9,8,X,9,9,8,8,8,9,9,9,9,8,7
Lopeo Kevin,0877033,Saint Mard,CL S1H,9,9,8,8,8,8,9,9,9,9,9,9,9,8,7,7,7,6,10,9,9,8,8,8,10,9,9,8,7,7,9,9,9,8,7,6
Raimbault Thomas,0335065,Domloup,CL S1H,10,9,9,9,9,8,9,9,9,9,9,8,10,10,9,9,8,7,10,9,8,8,8,7,X,9,8,8,8,7,9,9,9,9,8,8
Raimbault Thomas,0335065,Domloup,CL S1H,10,9,9,9,8,7,9,8,8,8,8,6,X,10,9,8,8,7,X,10,9,9,9,8,X,X,10,9,9,9,10,10,9,9,8,7
Martin Brice,0950072,Cherbourg En Cotentin,CL S1H,X,9,9,8,8,7,10,9,8,8,7,5,X,9,9,9,8,6,9,9,9,9,8,8,9,9,9,9,8,7,10,9,9,8,7,6
Martin Brice,0950072,Cherbourg En Cotentin,CL S1H,9,9,9,9,7,6,10,9,9,9,8,7,9,9,9,8,8,8,10,10,9,9,9,9,10,9,9,8,8,7,9,9,9,9,8,7
Masson Martial,0877033,Saint Mard,CL S1H,10,10,9,9,8,7,X,X,10,10,9,9,X,X,X,9,9,9,10,10,9,9,8,8,X,10,10,10,8,7,X,10,10,10,9,9
Masson Martial,0877033,Saint Mard,CL S1H,10,10,9,8,8,6,10,10,9,9,8,8,10,10,9,9,9,9,10,9,9,9,8,8,10,10,10,10,9,9,10,9,9,9,8,8
Simon Pierre,0335065,Domloup,CL S1H,10,10,9,8,8,7,9,9,9,8,8,4,X,10,10,9,9,8,X,X,9,9,8,8,9,9,9,8,7,6,10,10,9,8,8,7
Simon Pierre,0335065,Domloup,CL S1H,X,9,9,8,7,6,9,9,9,8,7,6,10,9,8,8,8,7,X,9,9,9,9,7,X,X,9,9,7,6,10,10,9,9,8,6
Elet Sebastien,0950072,Cherbourg En Cotentin,CL S2H,9,9,8,8,8,8,X,X,10,8,7,7,10,9,9,9,9,9,9,9,9,9,8,7,9,9,8,7,7,6,9,9,8,8,7,6
Elet Sebastien,0950072,Cherbourg En Cotentin,CL S2H,X,9,8,8,8,4,10,9,9,9,7,5,9,9,9,9,9,8,9,9,9,8,8,4,10,9,9,9,7,6,10,9,8,8,7,7
Bauduin Nicolas,1384131,Vedene,CL S2H,9,9,9,9,8,8,10,10,9,8,8,7,X,9,8,7,7,6,9,9,8,7,5,3,9,8,8,8,7,5,10,8,7,7,7,6
Bauduin Nicolas,1384131,Vedene,CL S2H,X,9,9,9,9,7,10,9,9,8,8,7,X,10,10,10,8,7,X,9,9,9,8,8,10,9,9,8,7,7,9,9,8,7,6,5
Balanant Antoine,0895293,Sarcelles,CL S1H,X,10,9,9,7,6,X,10,9,8,8,8,10,10,9,9,8,8,10,10,9,9,8,8,10,9,9,8,8,7,10,10,8,8,8,7
Balanant Antoine,0895293,Sarcelles,CL S1H,X,10,9,9,9,8,X,10,9,9,8,8,9,9,9,9,9,7,9,8,8,8,7,7,10,10,9,9,9,9,9,9,9,9,8,6
Cheneau Emilien,0174260,Annemasse,CL S1H,9,9,9,9,8,7,10,9,9,8,7,7,9,9,9,9,9,8,X,X,10,8,8,7,10,9,9,9,9,8,9,9,8,8,7,7
Cheneau Emilien,0174260,Annemasse,CL S1H,10,9,9,8,7,5,10,9,8,8,7,7,9,8,8,8,8,8,10,9,9,9,7,7,10,10,9,9,9,8,X,10,10,10,9,8
Bresson Victor,1384131,Vedene,CL S1H,10,10,10,9,9,7,X,10,10,9,8,8,10,9,9,9,7,6,X,10,9,8,6,2,10,9,9,9,9,7,X,9,9,9,9,6
Bresson Victor,1384131,Vedene,CL S1H,X,10,10,10,9,9,10,9,8,8,8,8,10,10,10,9,9,6,9,9,9,8,8,7,10,8,8,8,8,7,10,10,9,9,9,7
Tonnaire Hugo,0891175,Draveil Senart,CL S1H,10,9,8,8,8,7,10,9,9,8,8,6,9,9,9,8,8,8,X,10,9,8,8,7,9,8,8,8,8,8,10,9,9,9,8,6
Tonnaire Hugo,0891175,Draveil Senart,CL S1H,10,9,8,8,7,3,10,9,9,8,7,7,10,9,8,8,8,6,9,9,9,8,7,7,10,9,8,8,7,6,X,10,10,9,9,8
Dugue Samuel,0174260,Annemasse,CL S2H,X,9,8,8,8,7,10,10,9,8,7,6,X,9,9,8,7,7,9,9,9,9,8,8,10,10,9,9,7,7,10,9,9,9,8,7
Dugue Samuel,0174260,Annemasse,CL S2H,10,9,9,9,9,8,X,9,9,8,8,8,X,10,9,9,8,7,9,9,9,8,7,7,X,X,9,8,8,8,X,10,9,9,7,7
Moy Frederic,1384131,Vedene,CL S2H,X,9,9,8,8,7,10,10,8,8,7,7,9,9,9,8,7,7,X,9,9,8,7,6,10,9,9,8,8,8,10,10,9,8,7,7
Moy Frederic,1384131,Vedene,CL S2H,10,10,10,9,9,8,X,10,10,10,9,8,10,9,9,9,8,7,9,9,9,8,8,8,9,9,8,8,7,7,9,9,9,9,7,7
Medveczky Daniel,0895293,Sarcelles,CL S1H,X,9,8,8,8,6,9,9,8,8,7,6,X,9,9,8,8,7,9,9,8,7,7,4,X,10,9,9,8,7,10,9,9,9,9,6
Medveczky Daniel,0895293,Sarcelles,CL S1H,10,9,9,8,8,5,X,10,9,9,8,7,10,10,9,8,8,8,10,9,8,8,8,6,10,9,9,9,8,6,X,9,9,7,7,5
Petit William,0174260,Annemasse,CL S1H,X,9,8,7,6,6,9,8,8,7,7,5,10,9,8,8,7,7,9,9,8,7,7,6,9,8,8,8,5,2,9,8,7,7,7,6
Petit William,0174260,Annemasse,CL S1H,9,8,8,8,6,6,X,8,8,7,7,6,9,9,9,8,8,7,10,9,9,9,9,7,X,9,8,8,6,6,X,10,8,7,7,6
Roux Adrien,1384131,Vedene,CL S1H,10,9,9,8,8,7,X,10,9,9,8,7,10,10,9,9,9,9,10,9,9,9,8,7,10,10,9,9,8,8,10,10,9,9,8,8
Roux Adrien,1384131,Vedene,CL S1H,10,9,9,9,8,8,X,X,9,9,9,8,9,9,9,9,7,6,9,9,8,8,7,7,9,9,9,9,8,8,X,10,9,9,9,9
Rambliere Antoine,0895293,Sarcelles,CL S1H,X,9,7,7,6,6,10,9,9,8,8,6,10,10,9,8,6,6,X,10,9,8,7,7,X,9,9,8,8,6,9,8,8,8,6,4
Rambliere Antoine,0895293,Sarcelles,CL S1H,9,9,8,8,8,7,10,10,9,9,8,6,X,9,8,8,6,6,X,10,9,7,7,5,10,9,8,8,7,5,X,8,8,7,7,7
Gilson Esteban,0877037,Veneux Les Sablons,CL S1H,X,9,9,9,8,7,10,10,9,9,8,7,9,9,9,9,8,8,X,10,10,9,9,9,10,9,9,9,8,8,10,10,9,9,8,8
Gilson Esteban,0877037,Veneux Les Sablons,CL S1H,10,9,9,9,8,5,10,10,9,9,8,8,9,9,9,9,9,8,X,9,9,9,8,7,10,9,9,9,9,9,9,8,8,8,8,5
Mouton Pierre,1134139,Montpellier,CL U21H,X,9,9,9,8,4,10,9,9,9,8,8,10,10,8,8,8,8,X,10,9,9,9,7,9,9,8,8,8,7,9,9,9,9,8,7
Mouton Pierre,1134139,Montpellier,CL U21H,9,9,9,8,8,7,9,9,8,8,7,6,10,9,9,9,7,7,10,10,9,9,9,8,X,10,10,9,8,7,X,9,9,9,8,8
Le Lamer Mickael,0877037,Veneux Les Sablons,CL S2H,X,10,9,8,8,6,9,9,9,9,8,6,10,8,8,8,8,6,10,10,9,9,8,7,10,10,9,9,7,7,10,9,9,8,5,5
Le Lamer Mickael,0877037,Veneux Les Sablons,CL S2H,9,9,8,8,6,6,10,9,9,9,9,9,X,9,8,8,7,7,9,8,8,8,7,6,9,9,6,6,5,4,9,9,9,9,9,7
Pennetier Tony,0878132,Montigny Le Bretonneux,CL S1H,10,10,9,9,9,8,9,8,8,8,8,7,X,9,9,8,8,7,X,10,10,9,8,8,9,8,8,8,8,7,10,9,9,9,9,7
Pennetier Tony,0878132,Montigny Le Bretonneux,CL S1H,X,9,8,8,7,7,X,X,9,9,8,8,10,9,9,8,8,7,10,9,8,8,8,8,9,8,8,8,7,6,9,9,8,8,8,7
Pothier Flavien,0895293,Sarcelles,CL S2H,9,8,8,8,8,6,10,10,9,7,6,1,X,X,9,8,8,7,X,9,8,8,8,6,10,8,7,7,6,4,10,10,9,8,6,2
Pothier Flavien,0895293,Sarcelles,CL S2H,10,10,9,9,7,7,X,9,9,8,8,6,9,9,8,8,7,4,X,X,9,9,8,2,X,10,9,8,8,8,X,9,9,7,6,6
Morainnes Julien,0877037,Veneux Les Sablons,CL S2H,X,10,9,9,8,8,X,10,10,9,9,8,X,X,10,10,9,9,X,10,9,9,8,8,X,10,9,9,9,8,X,10,9,9,8,8
Morainnes Julien,0877037,Veneux Les Sablons,CL S2H,10,10,10,9,8,6,X,10,10,9,9,9,10,9,9,9,9,8,X,10,9,9,8,7,10,9,9,8,8,7,10,10,10,9,8,7
Pennetier Gregory,0878132,Montigny Le Bretonneux,CL S1H,X,8,8,8,7,7,9,9,9,9,8,5,9,9,9,8,8,7,9,9,7,6,6,5,X,X,X,9,8,7,X,8,8,7,7,7
Pennetier Gregory,0878132,Montigny Le Bretonneux,CL S1H,X,X,9,9,8,7,10,9,9,9,8,7,10,10,9,9,9,6,9,8,8,8,7,7,9,9,8,7,7,5,X,10,9,9,8,5
Germain Evan,0329053,Plourin Les Morlaix,CL S1H,10,10,9,9,8,6,10,9,8,7,7,7,8,8,8,7,6,6,9,9,7,6,6,5,10,9,9,9,8,8,9,9,8,8,7,6
Germain Evan,0329053,Plourin Les Morlaix,CL S1H,X,X,9,8,8,7,X,9,7,7,6,4,9,8,7,7,7,6,X,X,9,7,7,7,10,8,8,7,7,7,10,8,8,7,5,5
Rifaut Nicolas,0877037,Veneux Les Sablons,CL S2H,10,9,9,9,8,6,X,8,8,7,7,7,10,9,9,8,8,7,9,8,8,6,6,5,9,9,9,9,8,6,9,9,9,8,8,8
Rifaut Nicolas,0877037,Veneux Les Sablons,CL S2H,10,10,9,8,7,7,10,8,7,6,6,6,X,X,9,9,8,7,X,10,9,9,7,6,9,8,8,8,8,7,10,10,10,10,9,9
Do Le Bach,0892206,Antony,CL S1H,X,8,8,7,7,6,8,7,7,7,6,6,9,9,9,8,8,8,X,X,9,9,8,8,10,9,9,7,7,6,9,9,9,8,8,8
Do Le Bach,0892206,Antony,CL S1H,9,8,6,6,5,5,X,10,9,9,9,7,10,9,9,9,8,8,9,9,8,8,8,6,8,8,7,7,6,6,9,7,7,6,6,6
Frin Alexis,0329053,Plourin Les Morlaix,CL S1H,9,9,9,9,9,8,10,10,9,8,8,7,X,10,9,9,9,8,10,9,9,9,9,9,10,10,10,9,8,8,X,10,9,9,9,8
Frin Alexis,0329053,Plourin Les Morlaix,CL S1H,10,9,9,9,8,8,10,10,9,9,8,8,10,9,9,9,9,9,X,9,9,9,9,8,10,9,9,8,8,8,10,9,9,9,9,6
Beranek Radek,0610019,Arcis Sur Aube,CL S2H,10,9,9,9,8,3,9,9,9,6,5,4,9,8,8,8,8,7,10,10,9,8,7,7,9,8,8,7,7,4,10,10,8,8,8,8
Beranek Radek,0610019,Arcis Sur Aube,CL S2H,9,8,7,7,6,5,10,10,9,8,8,6,10,8,8,7,7,6,8,8,8,8,7,6,9,8,8,7,6,4,8,8,7,7,6,5
Senay Alexandre,0976130,Notre Dame De Gravenchon,CL S1H,X,10,9,9,8,8,10,10,9,9,8,8,10,10,10,9,9,7,X,X,X,10,9,9,9,9,9,9,9,6,10,9,9,9,8,7
Senay Alexandre,0976130,Notre Dame De Gravenchon,CL S1H,10,10,9,9,9,9,X,X,10,10,9,9,X,9,9,8,8,8,10,9,8,8,7,7,X,10,9,9,9,7,10,10,9,9,9,7
Crusson Mathieu,1131080,Blagnac,CL S1H,X,10,9,9,9,7,X,X,10,9,9,8,10,10,10,9,9,8,X,10,9,9,9,8,10,9,9,9,8,7,9,9,9,8,7,6
Crusson Mathieu,1131080,Blagnac,CL S1H,X,9,9,8,6,6,10,10,9,9,8,8,10,10,9,9,8,8,10,10,9,9,9,9,10,9,9,9,8,7,X,10,9,9,8,7
Penven Patrice,0356098,Kervignac,CL S3H,9,9,9,9,8,8,8,8,8,8,8,6,9,9,9,8,8,6,X,X,8,8,8,6,10,9,9,9,9,7,10,9,9,8,8,7
Penven Patrice,0356098,Kervignac,CL S3H,8,8,8,7,7,6,X,10,10,9,9,8,9,9,9,7,7,6,10,10,9,8,8,8,10,9,9,8,8,8,10,9,9,9,7,6
Chainier Alexis,0976130,Notre Dame De Gravenchon,CL S1H,9,8,8,8,6,6,X,9,9,9,8,8,9,9,8,8,7,7,X,10,9,9,8,6,10,10,9,9,8,7,9,9,8,8,8,8
Chainier Alexis,0976130,Notre Dame De Gravenchon,CL S1H,9,8,8,7,6,6,10,9,9,8,8,7,9,8,8,8,7,6,10,9,9,8,8,7,X,10,10,9,8,8,9,9,9,8,8,7
Khantharod Maxime,0875004,Paris Arc 18 La Chapelle,CL S1H,10,9,9,9,8,8,9,9,8,8,7,4,9,9,9,8,7,4,9,9,9,8,8,8,10,9,8,6,6,4,X,10,9,8,8,7
Khantharod Maxime,0875004,Paris Arc 18 La Chapelle,CL S1H,9,8,8,7,6,6,X,9,9,9,7,6,10,9,9,9,8,5,9,9,8,7,7,6,X,9,9,9,8,8,10,9,9,9,9,8
Cavillet Eddie,0895293,Sarcelles,CL S2H,10,9,8,8,7,4,9,8,6,6,3,2,9,9,8,7,7,6,9,7,6,6,3,3,X,9,7,5,4,M,10,9,7,5,5,4
Cavillet Eddie,0895293,Sarcelles,CL S2H,9,9,9,9,8,2,9,9,7,6,6,5,8,8,7,6,5,4,X,9,9,7,6,5,9,8,6,5,4,4,9,7,7,7,7,6
Henault Alexandre,0437083,St Avertin,CL S1H,10,9,8,7,6,5,9,9,9,8,7,7,10,9,9,8,8,8,10,9,8,8,7,7,X,10,10,9,8,7,X,9,9,9,8,8
Henault Alexandre,0437083,St Avertin,CL S1H,X,10,10,9,9,7,10,10,9,9,8,8,X,10,10,10,9,8,10,10,9,8,8,5,10,10,9,9,9,9,10,9,9,9,9,9
